animeID,name,title_english,type,source,producers,genre,studio,episodes,start_date,end_date,duration,rating,score,scored_by,rank,popularity,members,favorites,background,premiered,broadcast,season,year
6,Trigun,Trigun,TV,Manga,Victor Entertainment,Drama,Madhouse,26.0,1998-04-01,1998-09-03,24 min per ep,PG-13 - Teens 13 or older,8.3,212537,255,146,408548,10432,"The Japanese release by Victor Entertainment has different openings relating to the specific episode it's played on. The initial Geneon Entertainment USA (then known as Pioneer) releases on VHS and DVD (singles, Signature Series, and box set) used only the first opening on each episode. This was due to the Japanese licensor providing them clean materials for only the first opening to put the English credits on. Geneon later fixed this mistake on their Limited Edition tin releases in 2005/2006, as well as on the Remix singles. Following Geneon USA's demise in late 2007, the show went out of print. When FUNimation Entertainment picked up the show in 2010 and released it, they repeated Geneon's mistake of using only the first opening on every episode. This mistake was later fixed in 2013 on the Anime Classics re-release.",Spring 1998,Thursdays at 01:15 (JST),Spring,1998
6,Trigun,Trigun,TV,Manga,Victor Entertainment,Shounen,Madhouse,26.0,1998-04-01,1998-09-03,24 min per ep,PG-13 - Teens 13 or older,8.3,212537,255,146,408548,10432,"The Japanese release by Victor Entertainment has different openings relating to the specific episode it's played on. The initial Geneon Entertainment USA (then known as Pioneer) releases on VHS and DVD (singles, Signature Series, and box set) used only the first opening on each episode. This was due to the Japanese licensor providing them clean materials for only the first opening to put the English credits on. Geneon later fixed this mistake on their Limited Edition tin releases in 2005/2006, as well as on the Remix singles. Following Geneon USA's demise in late 2007, the show went out of print. When FUNimation Entertainment picked up the show in 2010 and released it, they repeated Geneon's mistake of using only the first opening on every episode. This mistake was later fixed in 2013 on the Anime Classics re-release.",Spring 1998,Thursdays at 01:15 (JST),Spring,1998
16,Hachimitsu to Clover,Honey and Clover,TV,Manga,Genco,Comedy,J.C.Staff,24.0,2005-04-15,2005-09-02,23 min per ep,PG-13 - Teens 13 or older,8.12,57065,419,536,172274,3752,Hachimitsu to Clover was the first anime to air on Fuji Television's noitaminA block.,Spring 2005,Fridays at 00:35 (JST),Spring,2005
16,Hachimitsu to Clover,Honey and Clover,TV,Manga,Genco,Drama,J.C.Staff,24.0,2005-04-15,2005-09-02,23 min per ep,PG-13 - Teens 13 or older,8.12,57065,419,536,172274,3752,Hachimitsu to Clover was the first anime to air on Fuji Television's noitaminA block.,Spring 2005,Fridays at 00:35 (JST),Spring,2005
16,Hachimitsu to Clover,Honey and Clover,TV,Manga,Genco,Josei,J.C.Staff,24.0,2005-04-15,2005-09-02,23 min per ep,PG-13 - Teens 13 or older,8.12,57065,419,536,172274,3752,Hachimitsu to Clover was the first anime to air on Fuji Television's noitaminA block.,Spring 2005,Fridays at 00:35 (JST),Spring,2005
16,Hachimitsu to Clover,Honey and Clover,TV,Manga,Genco,Romance,J.C.Staff,24.0,2005-04-15,2005-09-02,23 min per ep,PG-13 - Teens 13 or older,8.12,57065,419,536,172274,3752,Hachimitsu to Clover was the first anime to air on Fuji Television's noitaminA block.,Spring 2005,Fridays at 00:35 (JST),Spring,2005
16,Hachimitsu to Clover,Honey and Clover,TV,Manga,Genco,Slice of Life,J.C.Staff,24.0,2005-04-15,2005-09-02,23 min per ep,PG-13 - Teens 13 or older,8.12,57065,419,536,172274,3752,Hachimitsu to Clover was the first anime to air on Fuji Television's noitaminA block.,Spring 2005,Fridays at 00:35 (JST),Spring,2005
16,Hachimitsu to Clover,Honey and Clover,TV,Manga,Fuji TV,Comedy,J.C.Staff,24.0,2005-04-15,2005-09-02,23 min per ep,PG-13 - Teens 13 or older,8.12,57065,419,536,172274,3752,Hachimitsu to Clover was the first anime to air on Fuji Television's noitaminA block.,Spring 2005,Fridays at 00:35 (JST),Spring,2005
16,Hachimitsu to Clover,Honey and Clover,TV,Manga,Fuji TV,Drama,J.C.Staff,24.0,2005-04-15,2005-09-02,23 min per ep,PG-13 - Teens 13 or older,8.12,57065,419,536,172274,3752,Hachimitsu to Clover was the first anime to air on Fuji Television's noitaminA block.,Spring 2005,Fridays at 00:35 (JST),Spring,2005
16,Hachimitsu to Clover,Honey and Clover,TV,Manga,Fuji TV,Josei,J.C.Staff,24.0,2005-04-15,2005-09-02,23 min per ep,PG-13 - Teens 13 or older,8.12,57065,419,536,172274,3752,Hachimitsu to Clover was the first anime to air on Fuji Television's noitaminA block.,Spring 2005,Fridays at 00:35 (JST),Spring,2005
16,Hachimitsu to Clover,Honey and Clover,TV,Manga,Fuji TV,Romance,J.C.Staff,24.0,2005-04-15,2005-09-02,23 min per ep,PG-13 - Teens 13 or older,8.12,57065,419,536,172274,3752,Hachimitsu to Clover was the first anime to air on Fuji Television's noitaminA block.,Spring 2005,Fridays at 00:35 (JST),Spring,2005
16,Hachimitsu to Clover,Honey and Clover,TV,Manga,Fuji TV,Slice of Life,J.C.Staff,24.0,2005-04-15,2005-09-02,23 min per ep,PG-13 - Teens 13 or older,8.12,57065,419,536,172274,3752,Hachimitsu to Clover was the first anime to air on Fuji Television's noitaminA block.,Spring 2005,Fridays at 00:35 (JST),Spring,2005
16,Hachimitsu to Clover,Honey and Clover,TV,Manga,Shueisha,Comedy,J.C.Staff,24.0,2005-04-15,2005-09-02,23 min per ep,PG-13 - Teens 13 or older,8.12,57065,419,536,172274,3752,Hachimitsu to Clover was the first anime to air on Fuji Television's noitaminA block.,Spring 2005,Fridays at 00:35 (JST),Spring,2005
16,Hachimitsu to Clover,Honey and Clover,TV,Manga,Shueisha,Drama,J.C.Staff,24.0,2005-04-15,2005-09-02,23 min per ep,PG-13 - Teens 13 or older,8.12,57065,419,536,172274,3752,Hachimitsu to Clover was the first anime to air on Fuji Television's noitaminA block.,Spring 2005,Fridays at 00:35 (JST),Spring,2005
16,Hachimitsu to Clover,Honey and Clover,TV,Manga,Shueisha,Josei,J.C.Staff,24.0,2005-04-15,2005-09-02,23 min per ep,PG-13 - Teens 13 or older,8.12,57065,419,536,172274,3752,Hachimitsu to Clover was the first anime to air on Fuji Television's noitaminA block.,Spring 2005,Fridays at 00:35 (JST),Spring,2005
16,Hachimitsu to Clover,Honey and Clover,TV,Manga,Shueisha,Romance,J.C.Staff,24.0,2005-04-15,2005-09-02,23 min per ep,PG-13 - Teens 13 or older,8.12,57065,419,536,172274,3752,Hachimitsu to Clover was the first anime to air on Fuji Television's noitaminA block.,Spring 2005,Fridays at 00:35 (JST),Spring,2005
16,Hachimitsu to Clover,Honey and Clover,TV,Manga,Shueisha,Slice of Life,J.C.Staff,24.0,2005-04-15,2005-09-02,23 min per ep,PG-13 - Teens 13 or older,8.12,57065,419,536,172274,3752,Hachimitsu to Clover was the first anime to air on Fuji Television's noitaminA block.,Spring 2005,Fridays at 00:35 (JST),Spring,2005
22,Tennis no Ouji-sama,The Prince of Tennis,TV,Manga,Production I.G,Action,Trans Arts,178.0,2001-10-10,2005-03-02,22 min per ep,PG-13 - Teens 13 or older,8.0,50306,577,856,113662,2885,"Since 2003, there has been a bi-annual musical that features different story arcs of the series. There also been a live action film based on the franchise.Prince of Tennis also has a lot of video game adaptations, a few Chinese dramas and a radio show based on the series.",Fall 2001,Unknown,Fall,2001
22,Tennis no Ouji-sama,The Prince of Tennis,TV,Manga,Production I.G,Comedy,Trans Arts,178.0,2001-10-10,2005-03-02,22 min per ep,PG-13 - Teens 13 or older,8.0,50306,577,856,113662,2885,"Since 2003, there has been a bi-annual musical that features different story arcs of the series. There also been a live action film based on the franchise.Prince of Tennis also has a lot of video game adaptations, a few Chinese dramas and a radio show based on the series.",Fall 2001,Unknown,Fall,2001
22,Tennis no Ouji-sama,The Prince of Tennis,TV,Manga,Production I.G,Sports,Trans Arts,178.0,2001-10-10,2005-03-02,22 min per ep,PG-13 - Teens 13 or older,8.0,50306,577,856,113662,2885,"Since 2003, there has been a bi-annual musical that features different story arcs of the series. There also been a live action film based on the franchise.Prince of Tennis also has a lot of video game adaptations, a few Chinese dramas and a radio show based on the series.",Fall 2001,Unknown,Fall,2001
22,Tennis no Ouji-sama,The Prince of Tennis,TV,Manga,Production I.G,School,Trans Arts,178.0,2001-10-10,2005-03-02,22 min per ep,PG-13 - Teens 13 or older,8.0,50306,577,856,113662,2885,"Since 2003, there has been a bi-annual musical that features different story arcs of the series. There also been a live action film based on the franchise.Prince of Tennis also has a lot of video game adaptations, a few Chinese dramas and a radio show based on the series.",Fall 2001,Unknown,Fall,2001
22,Tennis no Ouji-sama,The Prince of Tennis,TV,Manga,Production I.G,Shounen,Trans Arts,178.0,2001-10-10,2005-03-02,22 min per ep,PG-13 - Teens 13 or older,8.0,50306,577,856,113662,2885,"Since 2003, there has been a bi-annual musical that features different story arcs of the series. There also been a live action film based on the franchise.Prince of Tennis also has a lot of video game adaptations, a few Chinese dramas and a radio show based on the series.",Fall 2001,Unknown,Fall,2001
22,Tennis no Ouji-sama,The Prince of Tennis,TV,Manga,Nihon Ad Systems,Action,Trans Arts,178.0,2001-10-10,2005-03-02,22 min per ep,PG-13 - Teens 13 or older,8.0,50306,577,856,113662,2885,"Since 2003, there has been a bi-annual musical that features different story arcs of the series. There also been a live action film based on the franchise.Prince of Tennis also has a lot of video game adaptations, a few Chinese dramas and a radio show based on the series.",Fall 2001,Unknown,Fall,2001
22,Tennis no Ouji-sama,The Prince of Tennis,TV,Manga,Nihon Ad Systems,Comedy,Trans Arts,178.0,2001-10-10,2005-03-02,22 min per ep,PG-13 - Teens 13 or older,8.0,50306,577,856,113662,2885,"Since 2003, there has been a bi-annual musical that features different story arcs of the series. There also been a live action film based on the franchise.Prince of Tennis also has a lot of video game adaptations, a few Chinese dramas and a radio show based on the series.",Fall 2001,Unknown,Fall,2001
22,Tennis no Ouji-sama,The Prince of Tennis,TV,Manga,Nihon Ad Systems,Sports,Trans Arts,178.0,2001-10-10,2005-03-02,22 min per ep,PG-13 - Teens 13 or older,8.0,50306,577,856,113662,2885,"Since 2003, there has been a bi-annual musical that features different story arcs of the series. There also been a live action film based on the franchise.Prince of Tennis also has a lot of video game adaptations, a few Chinese dramas and a radio show based on the series.",Fall 2001,Unknown,Fall,2001
22,Tennis no Ouji-sama,The Prince of Tennis,TV,Manga,Nihon Ad Systems,School,Trans Arts,178.0,2001-10-10,2005-03-02,22 min per ep,PG-13 - Teens 13 or older,8.0,50306,577,856,113662,2885,"Since 2003, there has been a bi-annual musical that features different story arcs of the series. There also been a live action film based on the franchise.Prince of Tennis also has a lot of video game adaptations, a few Chinese dramas and a radio show based on the series.",Fall 2001,Unknown,Fall,2001
22,Tennis no Ouji-sama,The Prince of Tennis,TV,Manga,Nihon Ad Systems,Shounen,Trans Arts,178.0,2001-10-10,2005-03-02,22 min per ep,PG-13 - Teens 13 or older,8.0,50306,577,856,113662,2885,"Since 2003, there has been a bi-annual musical that features different story arcs of the series. There also been a live action film based on the franchise.Prince of Tennis also has a lot of video game adaptations, a few Chinese dramas and a radio show based on the series.",Fall 2001,Unknown,Fall,2001
30,Neon Genesis Evangelion,Neon Genesis Evangelion,TV,Original,TV Tokyo,Action,Gainax,26.0,1995-10-04,1996-03-02,24 min per ep,PG-13 - Teens 13 or older,8.33,402215,215,50,715531,45828,"Director Hideaki Anno's depression is what led to the dark themes of Neon Genesis Evangelion. Budgetary problems and parental complaints about content led to the original ending being scrapped and replaced with an extremely limited-animation ending breaking from the main plot. A movie, End of Evangelion, was later made based in part on the original planned ending and in part on Anno's increasing frustration with the otaku fanbase. The series' mix of psychoanalysis, religious symbolism, and genre deconstruction proved extremely influential on mature anime in the late '90s onward. The Japan Media Arts Festival in 2006 ranked it as the most popular anime of all time.",Fall 1995,Wednesdays at 18:30 (JST),Fall,1995
30,Neon Genesis Evangelion,Neon Genesis Evangelion,TV,Original,TV Tokyo,Action,Tatsunoko Production,26.0,1995-10-04,1996-03-02,24 min per ep,PG-13 - Teens 13 or older,8.33,402215,215,50,715531,45828,"Director Hideaki Anno's depression is what led to the dark themes of Neon Genesis Evangelion. Budgetary problems and parental complaints about content led to the original ending being scrapped and replaced with an extremely limited-animation ending breaking from the main plot. A movie, End of Evangelion, was later made based in part on the original planned ending and in part on Anno's increasing frustration with the otaku fanbase. The series' mix of psychoanalysis, religious symbolism, and genre deconstruction proved extremely influential on mature anime in the late '90s onward. The Japan Media Arts Festival in 2006 ranked it as the most popular anime of all time.",Fall 1995,Wednesdays at 18:30 (JST),Fall,1995
30,Neon Genesis Evangelion,Neon Genesis Evangelion,TV,Original,TV Tokyo,Dementia,Gainax,26.0,1995-10-04,1996-03-02,24 min per ep,PG-13 - Teens 13 or older,8.33,402215,215,50,715531,45828,"Director Hideaki Anno's depression is what led to the dark themes of Neon Genesis Evangelion. Budgetary problems and parental complaints about content led to the original ending being scrapped and replaced with an extremely limited-animation ending breaking from the main plot. A movie, End of Evangelion, was later made based in part on the original planned ending and in part on Anno's increasing frustration with the otaku fanbase. The series' mix of psychoanalysis, religious symbolism, and genre deconstruction proved extremely influential on mature anime in the late '90s onward. The Japan Media Arts Festival in 2006 ranked it as the most popular anime of all time.",Fall 1995,Wednesdays at 18:30 (JST),Fall,1995
30,Neon Genesis Evangelion,Neon Genesis Evangelion,TV,Original,TV Tokyo,Dementia,Tatsunoko Production,26.0,1995-10-04,1996-03-02,24 min per ep,PG-13 - Teens 13 or older,8.33,402215,215,50,715531,45828,"Director Hideaki Anno's depression is what led to the dark themes of Neon Genesis Evangelion. Budgetary problems and parental complaints about content led to the original ending being scrapped and replaced with an extremely limited-animation ending breaking from the main plot. A movie, End of Evangelion, was later made based in part on the original planned ending and in part on Anno's increasing frustration with the otaku fanbase. The series' mix of psychoanalysis, religious symbolism, and genre deconstruction proved extremely influential on mature anime in the late '90s onward. The Japan Media Arts Festival in 2006 ranked it as the most popular anime of all time.",Fall 1995,Wednesdays at 18:30 (JST),Fall,1995
30,Neon Genesis Evangelion,Neon Genesis Evangelion,TV,Original,TV Tokyo,Drama,Gainax,26.0,1995-10-04,1996-03-02,24 min per ep,PG-13 - Teens 13 or older,8.33,402215,215,50,715531,45828,"Director Hideaki Anno's depression is what led to the dark themes of Neon Genesis Evangelion. Budgetary problems and parental complaints about content led to the original ending being scrapped and replaced with an extremely limited-animation ending breaking from the main plot. A movie, End of Evangelion, was later made based in part on the original planned ending and in part on Anno's increasing frustration with the otaku fanbase. The series' mix of psychoanalysis, religious symbolism, and genre deconstruction proved extremely influential on mature anime in the late '90s onward. The Japan Media Arts Festival in 2006 ranked it as the most popular anime of all time.",Fall 1995,Wednesdays at 18:30 (JST),Fall,1995
30,Neon Genesis Evangelion,Neon Genesis Evangelion,TV,Original,TV Tokyo,Drama,Tatsunoko Production,26.0,1995-10-04,1996-03-02,24 min per ep,PG-13 - Teens 13 or older,8.33,402215,215,50,715531,45828,"Director Hideaki Anno's depression is what led to the dark themes of Neon Genesis Evangelion. Budgetary problems and parental complaints about content led to the original ending being scrapped and replaced with an extremely limited-animation ending breaking from the main plot. A movie, End of Evangelion, was later made based in part on the original planned ending and in part on Anno's increasing frustration with the otaku fanbase. The series' mix of psychoanalysis, religious symbolism, and genre deconstruction proved extremely influential on mature anime in the late '90s onward. The Japan Media Arts Festival in 2006 ranked it as the most popular anime of all time.",Fall 1995,Wednesdays at 18:30 (JST),Fall,1995
30,Neon Genesis Evangelion,Neon Genesis Evangelion,TV,Original,TV Tokyo,Mecha,Gainax,26.0,1995-10-04,1996-03-02,24 min per ep,PG-13 - Teens 13 or older,8.33,402215,215,50,715531,45828,"Director Hideaki Anno's depression is what led to the dark themes of Neon Genesis Evangelion. Budgetary problems and parental complaints about content led to the original ending being scrapped and replaced with an extremely limited-animation ending breaking from the main plot. A movie, End of Evangelion, was later made based in part on the original planned ending and in part on Anno's increasing frustration with the otaku fanbase. The series' mix of psychoanalysis, religious symbolism, and genre deconstruction proved extremely influential on mature anime in the late '90s onward. The Japan Media Arts Festival in 2006 ranked it as the most popular anime of all time.",Fall 1995,Wednesdays at 18:30 (JST),Fall,1995
30,Neon Genesis Evangelion,Neon Genesis Evangelion,TV,Original,TV Tokyo,Mecha,Tatsunoko Production,26.0,1995-10-04,1996-03-02,24 min per ep,PG-13 - Teens 13 or older,8.33,402215,215,50,715531,45828,"Director Hideaki Anno's depression is what led to the dark themes of Neon Genesis Evangelion. Budgetary problems and parental complaints about content led to the original ending being scrapped and replaced with an extremely limited-animation ending breaking from the main plot. A movie, End of Evangelion, was later made based in part on the original planned ending and in part on Anno's increasing frustration with the otaku fanbase. The series' mix of psychoanalysis, religious symbolism, and genre deconstruction proved extremely influential on mature anime in the late '90s onward. The Japan Media Arts Festival in 2006 ranked it as the most popular anime of all time.",Fall 1995,Wednesdays at 18:30 (JST),Fall,1995
30,Neon Genesis Evangelion,Neon Genesis Evangelion,TV,Original,TV Tokyo,Psychological,Gainax,26.0,1995-10-04,1996-03-02,24 min per ep,PG-13 - Teens 13 or older,8.33,402215,215,50,715531,45828,"Director Hideaki Anno's depression is what led to the dark themes of Neon Genesis Evangelion. Budgetary problems and parental complaints about content led to the original ending being scrapped and replaced with an extremely limited-animation ending breaking from the main plot. A movie, End of Evangelion, was later made based in part on the original planned ending and in part on Anno's increasing frustration with the otaku fanbase. The series' mix of psychoanalysis, religious symbolism, and genre deconstruction proved extremely influential on mature anime in the late '90s onward. The Japan Media Arts Festival in 2006 ranked it as the most popular anime of all time.",Fall 1995,Wednesdays at 18:30 (JST),Fall,1995
30,Neon Genesis Evangelion,Neon Genesis Evangelion,TV,Original,TV Tokyo,Psychological,Tatsunoko Production,26.0,1995-10-04,1996-03-02,24 min per ep,PG-13 - Teens 13 or older,8.33,402215,215,50,715531,45828,"Director Hideaki Anno's depression is what led to the dark themes of Neon Genesis Evangelion. Budgetary problems and parental complaints about content led to the original ending being scrapped and replaced with an extremely limited-animation ending breaking from the main plot. A movie, End of Evangelion, was later made based in part on the original planned ending and in part on Anno's increasing frustration with the otaku fanbase. The series' mix of psychoanalysis, religious symbolism, and genre deconstruction proved extremely influential on mature anime in the late '90s onward. The Japan Media Arts Festival in 2006 ranked it as the most popular anime of all time.",Fall 1995,Wednesdays at 18:30 (JST),Fall,1995
